claim_id,retailer_id,contract_id,claim_type,claimed_amount_usd,verdict,gate,reason,entitled_amount_usd,excess_usd,basis,citation,decided_at
CLM-0282,RET-001,CONTRACT_ALPHA,Freight,326.87,REJECT,1-window,"submitted 109 days after invoice, window is 90 days",0.0,326.87,,"contract_alpha.md clause 7.2: ""Claims must be submitted within ninety (90) days of the date of the Supplier invoice to which they relate. Claims submitted after this period lapse and are not payable. No extension of this period is granted by the Supplier's continued trading with the Retailer.""",2026-08-25T16:58:22Z
CLM-0283,RET-004,CONTRACT_BETA,Shortage,75.82,AUTO_CLEAR,2-materiality,US$75.82 below the US$150 review threshold,75.82,0.0,,"trade_terms_appendix.md clause A2.3: ""Claims below US$150 in value are settled without individual substantiation review, on the basis that the cost of review exceeds the exposure. This does not waive the Supplier's rights under clause 12 of the applicable agreement.""",2026-08-25T16:58:22Z
CLM-0284,RET-001,CONTRACT_ALPHA,Promo Discount Support,657.66,REJECT,3-clause,promotional support claimed with no pre-approved promotion reference,0.0,657.66,,"contract_alpha.md clause 5.2: ""A claim for promotional support that does not quote a valid, pre-approved promotion reference is not payable, irrespective of whether the promotion took place in store.""",2026-08-25T16:58:22Z
CLM-0285,RET-004,CONTRACT_BETA,Shortage,39.83,AUTO_CLEAR,2-materiality,US$39.83 below the US$150 review threshold,39.83,0.0,,"trade_terms_appendix.md clause A2.3: ""Claims below US$150 in value are settled without individual substantiation review, on the basis that the cost of review exceeds the exposure. This does not waive the Supplier's rights under clause 12 of the applicable agreement.""",2026-08-25T16:58:22Z
CLM-0286,RET-002,CONTRACT_ALPHA,Damages,39.42,AUTO_CLEAR,2-materiality,US$39.42 below the US$150 review threshold,39.42,0.0,,"trade_terms_appendix.md clause A2.3: ""Claims below US$150 in value are settled without individual substantiation review, on the basis that the cost of review exceeds the exposure. This does not waive the Supplier's rights under clause 12 of the applicable agreement.""",2026-08-25T16:58:22Z
CLM-0287,RET-005,CONTRACT_BETA,Promo Discount Support,502.0,AUTO_CLEAR,0-clear,passed every gate,492.68,0.0,agreed support on PRM-0026,,2026-08-25T16:58:22Z
CLM-0288,RET-001,CONTRACT_ALPHA,Co-op Marketing,892.04,AUTO_CLEAR,0-clear,passed every gate,906.34,0.0,agreed support on PRM-0002,,2026-08-25T16:58:22Z
CLM-0289,RET-005,CONTRACT_BETA,Listing Fee,607.56,AUTO_CLEAR,0-clear,passed every gate (no reference value available for Listing Fee),,0.0,no reference value available for Listing Fee,,2026-08-25T16:58:22Z
CLM-0290,RET-003,CONTRACT_ALPHA,Damages,485.44,REJECT,3-clause,"damages claimed at 2.43% of gross invoice, allowance is 1.5%",299.18,186.26,"35 damaged units x US$6.20, capped at 1.5% of invoice","contract_alpha.md clause 9.4: ""The Retailer's damages allowance is one point five per cent (1.5%) of the gross invoice value of the consignment. Damages claimed in excess of 1.5% of gross invoice value are not payable without prior written agreement of the Supplier.""",2026-08-25T16:58:22Z
CLM-0291,RET-001,CONTRACT_ALPHA,Co-op Marketing,1390.63,HOLD,6-substantiation,no supporting document and above the materiality threshold,1373.17,0.0,agreed support on PRM-0001,"claim_substantiation_guidelines.md clause G3.1: ""A claim of US$150 or more submitted without the evidence required by G2 is held, not rejected. The Retailer is asked once for the evidence.""",2026-08-25T16:58:22Z
CLM-0292,RET-006,CONTRACT_BETA,Freight,259.93,AUTO_CLEAR,0-clear,passed every gate (no reference value available for Freight),,0.0,no reference value available for Freight,,2026-08-25T16:58:22Z
CLM-0293,RET-005,CONTRACT_BETA,Shortage,125.07,AUTO_CLEAR,2-materiality,US$125.07 below the US$150 review threshold,125.07,0.0,,"trade_terms_appendix.md clause A2.3: ""Claims below US$150 in value are settled without individual substantiation review, on the basis that the cost of review exceeds the exposure. This does not waive the Supplier's rights under clause 12 of the applicable agreement.""",2026-08-25T16:58:22Z
CLM-0294,RET-002,CONTRACT_ALPHA,Freight,133.76,AUTO_CLEAR,2-materiality,US$133.76 below the US$150 review threshold,133.76,0.0,,"trade_terms_appendix.md clause A2.3: ""Claims below US$150 in value are settled without individual substantiation review, on the basis that the cost of review exceeds the exposure. This does not waive the Supplier's rights under clause 12 of the applicable agreement.""",2026-08-25T16:58:22Z
CLM-0295,RET-001,CONTRACT_ALPHA,Listing Fee,199.51,AUTO_CLEAR,0-clear,passed every gate (no reference value available for Listing Fee),,0.0,no reference value available for Listing Fee,,2026-08-25T16:58:22Z
CLM-0296,RET-001,CONTRACT_ALPHA,Listing Fee,195.88,AUTO_CLEAR,0-clear,passed every gate (no reference value available for Listing Fee),,0.0,no reference value available for Listing Fee,,2026-08-25T16:58:22Z
CLM-0297,RET-002,CONTRACT_ALPHA,Price Difference,418.86,AUTO_CLEAR,0-clear,passed every gate (no reference value available for Price Difference),,0.0,no reference value available for Price Difference,,2026-08-25T16:58:22Z
CLM-0298,RET-005,CONTRACT_BETA,Shortage,61.17,AUTO_CLEAR,2-materiality,US$61.17 below the US$150 review threshold,61.17,0.0,,"trade_terms_appendix.md clause A2.3: ""Claims below US$150 in value are settled without individual substantiation review, on the basis that the cost of review exceeds the exposure. This does not waive the Supplier's rights under clause 12 of the applicable agreement.""",2026-08-25T16:58:22Z
CLM-0299,RET-002,CONTRACT_ALPHA,Damages,39.65,AUTO_CLEAR,2-materiality,US$39.65 below the US$150 review threshold,39.65,0.0,,"trade_terms_appendix.md clause A2.3: ""Claims below US$150 in value are settled without individual substantiation review, on the basis that the cost of review exceeds the exposure. This does not waive the Supplier's rights under clause 12 of the applicable agreement.""",2026-08-25T16:58:22Z
CLM-0300,RET-001,CONTRACT_ALPHA,Listing Fee,3643.82,HOLD,6-substantiation,no supporting document and above the materiality threshold,,0.0,no reference value available for Listing Fee,"claim_substantiation_guidelines.md clause G3.1: ""A claim of US$150 or more submitted without the evidence required by G2 is held, not rejected. The Retailer is asked once for the evidence.""",2026-08-25T16:58:22Z
CLM-0301,RET-001,CONTRACT_ALPHA,Shortage,115.73,AUTO_CLEAR,2-materiality,US$115.73 below the US$150 review threshold,115.73,0.0,,"trade_terms_appendix.md clause A2.3: ""Claims below US$150 in value are settled without individual substantiation review, on the basis that the cost of review exceeds the exposure. This does not waive the Supplier's rights under clause 12 of the applicable agreement.""",2026-08-25T16:58:22Z
CLM-0302,RET-003,CONTRACT_ALPHA,Damages,492.9,REJECT,3-clause,"damages claimed at 3.89% of gross invoice, allowance is 1.5%",190.04,302.86,"8 damaged units x US$5.89, capped at 1.5% of invoice","contract_alpha.md clause 9.4: ""The Retailer's damages allowance is one point five per cent (1.5%) of the gross invoice value of the consignment. Damages claimed in excess of 1.5% of gross invoice value are not payable without prior written agreement of the Supplier.""",2026-08-25T16:58:22Z
CLM-0303,RET-004,CONTRACT_BETA,Freight,219.04,AUTO_CLEAR,0-clear,passed every gate (no reference value available for Freight),,0.0,no reference value available for Freight,,2026-08-25T16:58:22Z
CLM-0304,RET-003,CONTRACT_ALPHA,Price Difference,193.61,AUTO_CLEAR,0-clear,passed every gate (no reference value available for Price Difference),,0.0,no reference value available for Price Difference,,2026-08-25T16:58:22Z
CLM-0305,RET-004,CONTRACT_BETA,Damages,39.78,AUTO_CLEAR,2-materiality,US$39.78 below the US$150 review threshold,39.78,0.0,,"trade_terms_appendix.md clause A2.3: ""Claims below US$150 in value are settled without individual substantiation review, on the basis that the cost of review exceeds the exposure. This does not waive the Supplier's rights under clause 12 of the applicable agreement.""",2026-08-25T16:58:22Z
CLM-0306,RET-004,CONTRACT_BETA,Listing Fee,5195.13,HOLD,7-authority,"US$5,195.13 exceeds the US$2,000 KAM settlement authority",,0.0,no reference value available for Listing Fee,"trade_terms_appendix.md clause A3.2: ""Claims above US$2,000 require Commercial Manager approval before settlement, regardless of whether the claim is otherwise valid and fully substantiated.""",2026-08-25T16:58:22Z
CLM-0307,RET-005,CONTRACT_BETA,Promo Discount Support,483.11,HOLD,6-substantiation,no supporting document and above the materiality threshold,492.68,0.0,agreed support on PRM-0026,"claim_substantiation_guidelines.md clause G3.1: ""A claim of US$150 or more submitted without the evidence required by G2 is held, not rejected. The Retailer is asked once for the evidence.""",2026-08-25T16:58:22Z
CLM-0308,RET-001,CONTRACT_ALPHA,Shortage,232.02,HOLD,6-substantiation,no supporting document and above the materiality threshold,,0.0,no reference value available for Shortage,"claim_substantiation_guidelines.md clause G3.1: ""A claim of US$150 or more submitted without the evidence required by G2 is held, not rejected. The Retailer is asked once for the evidence.""",2026-08-25T16:58:22Z
CLM-0309,RET-005,CONTRACT_BETA,Damages,123.46,AUTO_CLEAR,2-materiality,US$123.46 below the US$150 review threshold,123.46,0.0,,"trade_terms_appendix.md clause A2.3: ""Claims below US$150 in value are settled without individual substantiation review, on the basis that the cost of review exceeds the exposure. This does not waive the Supplier's rights under clause 12 of the applicable agreement.""",2026-08-25T16:58:22Z
CLM-0310,RET-001,CONTRACT_ALPHA,Co-op Marketing,1297.79,AUTO_CLEAR,0-clear,passed every gate,1321.35,0.0,agreed support on PRM-0000,,2026-08-25T16:58:22Z
CLM-0311,RET-001,CONTRACT_ALPHA,Freight,273.49,AUTO_CLEAR,0-clear,passed every gate (no reference value available for Freight),,0.0,no reference value available for Freight,,2026-08-25T16:58:22Z
CLM-0312,RET-003,CONTRACT_ALPHA,Co-op Marketing,860.79,AUTO_CLEAR,0-clear,passed every gate,863.79,0.0,agreed support on PRM-0014,,2026-08-25T16:58:22Z
CLM-0313,RET-002,CONTRACT_ALPHA,Listing Fee,612.3,AUTO_CLEAR,0-clear,passed every gate (no reference value available for Listing Fee),,0.0,no reference value available for Listing Fee,,2026-08-25T16:58:22Z
CLM-0314,RET-004,CONTRACT_BETA,Listing Fee,399.95,AUTO_CLEAR,0-clear,passed every gate (no reference value available for Listing Fee),,0.0,no reference value available for Listing Fee,,2026-08-25T16:58:22Z
CLM-0315,RET-005,CONTRACT_BETA,Listing Fee,407.51,AUTO_CLEAR,0-clear,passed every gate (no reference value available for Listing Fee),,0.0,no reference value available for Listing Fee,,2026-08-25T16:58:22Z
CLM-0316,RET-002,CONTRACT_ALPHA,Unclassified,1326.71,AUTO_CLEAR,0-clear,passed every gate (no reference value available for Unclassified),,0.0,no reference value available for Unclassified,,2026-08-25T16:58:22Z
CLM-0317,RET-001,CONTRACT_ALPHA,Listing Fee,399.96,AUTO_CLEAR,0-clear,passed every gate (no reference value available for Listing Fee),,0.0,no reference value available for Listing Fee,,2026-08-25T16:58:22Z
CLM-0318,RET-006,CONTRACT_BETA,Shortage,97.3,AUTO_CLEAR,2-materiality,US$97.30 below the US$150 review threshold,97.3,0.0,,"trade_terms_appendix.md clause A2.3: ""Claims below US$150 in value are settled without individual substantiation review, on the basis that the cost of review exceeds the exposure. This does not waive the Supplier's rights under clause 12 of the applicable agreement.""",2026-08-25T16:58:22Z
CLM-0319,RET-001,CONTRACT_ALPHA,Listing Fee,197.2,AUTO_CLEAR,0-clear,passed every gate (no reference value available for Listing Fee),,0.0,no reference value available for Listing Fee,,2026-08-25T16:58:22Z
CLM-0320,RET-003,CONTRACT_ALPHA,Promo Discount Support,1715.54,REJECT,4-arithmetic,"claimed US$1,715.54 vs recomputed US$1,302.41 (tolerance US$65.12)",1302.41,413.13,agreed support on PRM-0016,"trade_terms_appendix.md clause A2.1: ""A variance between the claimed amount and the Supplier's recomputed entitlement of five per cent (5%) or fifty United States dollars (US$50), whichever is greater, is treated as within tolerance and is not challenged.""",2026-08-25T16:58:22Z
CLM-0321,RET-002,CONTRACT_ALPHA,Co-op Marketing,767.12,AUTO_CLEAR,0-clear,passed every gate,765.65,0.0,agreed support on PRM-0010,,2026-08-25T16:58:22Z
CLM-0322,RET-002,CONTRACT_ALPHA,Co-op Marketing,1268.06,AUTO_CLEAR,0-clear,passed every gate,1297.71,0.0,agreed support on PRM-0007,,2026-08-25T16:58:22Z
CLM-0323,RET-002,CONTRACT_ALPHA,Co-op Marketing,1285.7,AUTO_CLEAR,0-clear,passed every gate,1297.71,0.0,agreed support on PRM-0007,,2026-08-25T16:58:22Z
CLM-0324,RET-004,CONTRACT_BETA,Price Difference,482.75,HOLD,6-substantiation,no supporting document and above the materiality threshold,,0.0,no reference value available for Price Difference,"claim_substantiation_guidelines.md clause G3.1: ""A claim of US$150 or more submitted without the evidence required by G2 is held, not rejected. The Retailer is asked once for the evidence.""",2026-08-25T16:58:22Z
CLM-0325,RET-004,CONTRACT_BETA,Promo Discount Support,1375.25,AUTO_CLEAR,0-clear,passed every gate,1358.04,0.0,agreed support on PRM-0022,,2026-08-25T16:58:22Z
CLM-0326,RET-003,CONTRACT_ALPHA,Damages,40.9,AUTO_CLEAR,2-materiality,US$40.90 below the US$150 review threshold,40.9,0.0,,"trade_terms_appendix.md clause A2.3: ""Claims below US$150 in value are settled without individual substantiation review, on the basis that the cost of review exceeds the exposure. This does not waive the Supplier's rights under clause 12 of the applicable agreement.""",2026-08-25T16:58:22Z
CLM-0327,RET-002,CONTRACT_ALPHA,Damages,40.6,AUTO_CLEAR,2-materiality,US$40.60 below the US$150 review threshold,40.6,0.0,,"trade_terms_appendix.md clause A2.3: ""Claims below US$150 in value are settled without individual substantiation review, on the basis that the cost of review exceeds the exposure. This does not waive the Supplier's rights under clause 12 of the applicable agreement.""",2026-08-25T16:58:22Z
CLM-0328,RET-001,CONTRACT_ALPHA,Price Difference,45.68,AUTO_CLEAR,2-materiality,US$45.68 below the US$150 review threshold,45.68,0.0,,"trade_terms_appendix.md clause A2.3: ""Claims below US$150 in value are settled without individual substantiation review, on the basis that the cost of review exceeds the exposure. This does not waive the Supplier's rights under clause 12 of the applicable agreement.""",2026-08-25T16:58:22Z
CLM-0329,RET-005,CONTRACT_BETA,Freight,322.79,HOLD,6-substantiation,no supporting document and above the materiality threshold,,0.0,no reference value available for Freight,"claim_substantiation_guidelines.md clause G3.1: ""A claim of US$150 or more submitted without the evidence required by G2 is held, not rejected. The Retailer is asked once for the evidence.""",2026-08-25T16:58:22Z
CLM-0330,RET-002,CONTRACT_ALPHA,Freight,86.8,REJECT,1-window,"submitted 143 days after invoice, window is 90 days",0.0,86.8,,"contract_alpha.md clause 7.2: ""Claims must be submitted within ninety (90) days of the date of the Supplier invoice to which they relate. Claims submitted after this period lapse and are not payable. No extension of this period is granted by the Supplier's continued trading with the Retailer.""",2026-08-25T16:58:22Z
CLM-0331,RET-002,CONTRACT_ALPHA,Listing Fee,395.9,AUTO_CLEAR,0-clear,passed every gate (no reference value available for Listing Fee),,0.0,no reference value available for Listing Fee,,2026-08-25T16:58:22Z
CLM-0332,RET-001,CONTRACT_ALPHA,Damages,45.82,AUTO_CLEAR,2-materiality,US$45.82 below the US$150 review threshold,45.82,0.0,,"trade_terms_appendix.md clause A2.3: ""Claims below US$150 in value are settled without individual substantiation review, on the basis that the cost of review exceeds the exposure. This does not waive the Supplier's rights under clause 12 of the applicable agreement.""",2026-08-25T16:58:22Z
CLM-0333,RET-005,CONTRACT_BETA,Price Difference,84.46,AUTO_CLEAR,2-materiality,US$84.46 below the US$150 review threshold,84.46,0.0,,"trade_terms_appendix.md clause A2.3: ""Claims below US$150 in value are settled without individual substantiation review, on the basis that the cost of review exceeds the exposure. This does not waive the Supplier's rights under clause 12 of the applicable agreement.""",2026-08-25T16:58:22Z
CLM-0334,RET-004,CONTRACT_BETA,Listing Fee,3614.58,REJECT,5-duplicate,"same retailer, invoice, type and amount as CLM-0009 (2026-08-23)",0.0,3614.58,,"trade_terms_appendix.md clause A5.1: ""Two claims are treated as duplicates where they share the same Retailer, the same Supplier invoice reference, the same claim type and the same claimed amount.""",2026-08-25T16:58:22Z
CLM-0335,RET-004,CONTRACT_BETA,Promo Discount Support,1326.82,REJECT,5-duplicate,"same retailer, invoice, type and amount as CLM-0011 (2026-08-23)",0.0,1326.82,,"trade_terms_appendix.md clause A5.1: ""Two claims are treated as duplicates where they share the same Retailer, the same Supplier invoice reference, the same claim type and the same claimed amount.""",2026-08-25T16:58:22Z
CLM-0336,RET-003,CONTRACT_ALPHA,Unclassified,587.4,REJECT,1-window,"submitted 122 days after invoice, window is 90 days",0.0,587.4,,"contract_alpha.md clause 7.2: ""Claims must be submitted within ninety (90) days of the date of the Supplier invoice to which they relate. Claims submitted after this period lapse and are not payable. No extension of this period is granted by the Supplier's continued trading with the Retailer.""",2026-08-25T16:58:22Z
CLM-0337,RET-002,CONTRACT_ALPHA,Promo Discount Support,1520.69,AUTO_CLEAR,0-clear,passed every gate,1524.43,0.0,agreed support on PRM-0008,,2026-08-25T16:58:22Z
CLM-0338,RET-002,CONTRACT_ALPHA,Price Difference,106.2,AUTO_CLEAR,2-materiality,US$106.20 below the US$150 review threshold,106.2,0.0,,"trade_terms_appendix.md clause A2.3: ""Claims below US$150 in value are settled without individual substantiation review, on the basis that the cost of review exceeds the exposure. This does not waive the Supplier's rights under clause 12 of the applicable agreement.""",2026-08-25T16:58:22Z
CLM-0339,RET-003,CONTRACT_ALPHA,Shortage,277.13,AUTO_CLEAR,0-clear,passed every gate (no reference value available for Shortage),,0.0,no reference value available for Shortage,,2026-08-25T16:58:22Z
CLM-0340,RET-006,CONTRACT_BETA,Co-op Marketing,1446.4,AUTO_CLEAR,0-clear,passed every gate,1473.37,0.0,agreed support on PRM-0036,,2026-08-25T16:58:22Z
CLM-0341,RET-001,CONTRACT_ALPHA,Shortage,428.9,AUTO_CLEAR,0-clear,passed every gate (no reference value available for Shortage),,0.0,no reference value available for Shortage,,2026-08-25T16:58:22Z
CLM-0342,RET-002,CONTRACT_ALPHA,Price Difference,367.88,AUTO_CLEAR,0-clear,passed every gate (no reference value available for Price Difference),,0.0,no reference value available for Price Difference,,2026-08-25T16:58:22Z
CLM-0343,RET-002,CONTRACT_ALPHA,Freight,207.22,AUTO_CLEAR,0-clear,passed every gate (no reference value available for Freight),,0.0,no reference value available for Freight,,2026-08-25T16:58:22Z
CLM-0344,RET-005,CONTRACT_BETA,Listing Fee,885.44,AUTO_CLEAR,0-clear,passed every gate (no reference value available for Listing Fee),,0.0,no reference value available for Listing Fee,,2026-08-25T16:58:22Z
CLM-0345,RET-003,CONTRACT_ALPHA,Price Difference,198.98,AUTO_CLEAR,0-clear,passed every gate (no reference value available for Price Difference),,0.0,no reference value available for Price Difference,,2026-08-25T16:58:22Z
CLM-0346,RET-004,CONTRACT_BETA,Listing Fee,3414.0,HOLD,6-substantiation,no supporting document and above the materiality threshold,,0.0,no reference value available for Listing Fee,"claim_substantiation_guidelines.md clause G3.1: ""A claim of US$150 or more submitted without the evidence required by G2 is held, not rejected. The Retailer is asked once for the evidence.""",2026-08-25T16:58:22Z
CLM-0347,RET-005,CONTRACT_BETA,Shortage,76.16,AUTO_CLEAR,2-materiality,US$76.16 below the US$150 review threshold,76.16,0.0,,"trade_terms_appendix.md clause A2.3: ""Claims below US$150 in value are settled without individual substantiation review, on the basis that the cost of review exceeds the exposure. This does not waive the Supplier's rights under clause 12 of the applicable agreement.""",2026-08-25T16:58:22Z
CLM-0348,RET-005,CONTRACT_BETA,Unclassified,1897.12,AUTO_CLEAR,0-clear,passed every gate (no reference value available for Unclassified),,0.0,no reference value available for Unclassified,,2026-08-25T16:58:22Z
CLM-0349,RET-006,CONTRACT_BETA,Freight,429.92,AUTO_CLEAR,0-clear,passed every gate (no reference value available for Freight),,0.0,no reference value available for Freight,,2026-08-25T16:58:22Z
CLM-0350,RET-003,CONTRACT_ALPHA,Co-op Marketing,708.61,HOLD,6-substantiation,no supporting document and above the materiality threshold,704.92,0.0,agreed support on PRM-0017,"claim_substantiation_guidelines.md clause G3.1: ""A claim of US$150 or more submitted without the evidence required by G2 is held, not rejected. The Retailer is asked once for the evidence.""",2026-08-25T16:58:22Z
CLM-0351,RET-001,CONTRACT_ALPHA,Damages,40.07,AUTO_CLEAR,2-materiality,US$40.07 below the US$150 review threshold,40.07,0.0,,"trade_terms_appendix.md clause A2.3: ""Claims below US$150 in value are settled without individual substantiation review, on the basis that the cost of review exceeds the exposure. This does not waive the Supplier's rights under clause 12 of the applicable agreement.""",2026-08-25T16:58:22Z
CLM-0352,RET-005,CONTRACT_BETA,Promo Discount Support,1800.97,REJECT,3-clause,promotional support claimed with no pre-approved promotion reference,0.0,1800.97,,"contract_beta.md clause 5.2: ""A claim for promotional support that does not quote a valid, pre-approved promotion reference is not payable, irrespective of whether the promotion took place in store.""",2026-08-25T16:58:22Z
CLM-0353,RET-004,CONTRACT_BETA,Promo Discount Support,1398.63,AUTO_CLEAR,0-clear,passed every gate,1378.79,0.0,agreed support on PRM-0020,,2026-08-25T16:58:22Z
CLM-0354,RET-006,CONTRACT_BETA,Promo Discount Support,856.28,HOLD,6-substantiation,no supporting document and above the materiality threshold,875.6,0.0,agreed support on PRM-0035,"claim_substantiation_guidelines.md clause G3.1: ""A claim of US$150 or more submitted without the evidence required by G2 is held, not rejected. The Retailer is asked once for the evidence.""",2026-08-25T16:58:22Z
CLM-0355,RET-005,CONTRACT_BETA,Promo Discount Support,305.37,AUTO_CLEAR,0-clear,passed every gate,312.07,0.0,agreed support on PRM-0029,,2026-08-25T16:58:22Z
CLM-0356,RET-001,CONTRACT_ALPHA,Promo Discount Support,1207.61,HOLD,6-substantiation,no supporting document and above the materiality threshold,1193.87,0.0,agreed support on PRM-0004,"claim_substantiation_guidelines.md clause G3.1: ""A claim of US$150 or more submitted without the evidence required by G2 is held, not rejected. The Retailer is asked once for the evidence.""",2026-08-25T16:58:22Z
CLM-0357,RET-006,CONTRACT_BETA,Listing Fee,195.52,AUTO_CLEAR,0-clear,passed every gate (no reference value available for Listing Fee),,0.0,no reference value available for Listing Fee,,2026-08-25T16:58:22Z
CLM-0358,RET-004,CONTRACT_BETA,Price Difference,66.69,AUTO_CLEAR,2-materiality,US$66.69 below the US$150 review threshold,66.69,0.0,,"trade_terms_appendix.md clause A2.3: ""Claims below US$150 in value are settled without individual substantiation review, on the basis that the cost of review exceeds the exposure. This does not waive the Supplier's rights under clause 12 of the applicable agreement.""",2026-08-25T16:58:22Z
CLM-0359,RET-005,CONTRACT_BETA,Promo Discount Support,1188.29,AUTO_CLEAR,0-clear,passed every gate,1187.57,0.0,agreed support on PRM-0025,,2026-08-25T16:58:22Z
CLM-0360,RET-005,CONTRACT_BETA,Listing Fee,887.63,AUTO_CLEAR,0-clear,passed every gate (no reference value available for Listing Fee),,0.0,no reference value available for Listing Fee,,2026-08-25T16:58:22Z
CLM-0361,RET-003,CONTRACT_ALPHA,Shortage,169.1,HOLD,6-substantiation,no supporting document and above the materiality threshold,,0.0,no reference value available for Shortage,"claim_substantiation_guidelines.md clause G3.1: ""A claim of US$150 or more submitted without the evidence required by G2 is held, not rejected. The Retailer is asked once for the evidence.""",2026-08-25T16:58:22Z
CLM-0362,RET-004,CONTRACT_BETA,Listing Fee,983.99,AUTO_CLEAR,0-clear,passed every gate (no reference value available for Listing Fee),,0.0,no reference value available for Listing Fee,,2026-08-25T16:58:22Z
CLM-0363,RET-002,CONTRACT_ALPHA,Co-op Marketing,748.51,AUTO_CLEAR,0-clear,passed every gate,765.65,0.0,agreed support on PRM-0010,,2026-08-25T16:58:22Z
CLM-0364,RET-005,CONTRACT_BETA,Promo Discount Support,1175.99,AUTO_CLEAR,0-clear,passed every gate,1187.57,0.0,agreed support on PRM-0025,,2026-08-25T16:58:22Z
CLM-0365,RET-002,CONTRACT_ALPHA,Listing Fee,195.3,AUTO_CLEAR,0-clear,passed every gate (no reference value available for Listing Fee),,0.0,no reference value available for Listing Fee,,2026-08-25T16:58:22Z
CLM-0366,RET-001,CONTRACT_ALPHA,Shortage,102.41,AUTO_CLEAR,2-materiality,US$102.41 below the US$150 review threshold,102.41,0.0,,"trade_terms_appendix.md clause A2.3: ""Claims below US$150 in value are settled without individual substantiation review, on the basis that the cost of review exceeds the exposure. This does not waive the Supplier's rights under clause 12 of the applicable agreement.""",2026-08-25T16:58:22Z
CLM-0367,RET-006,CONTRACT_BETA,Price Difference,80.9,AUTO_CLEAR,2-materiality,US$80.90 below the US$150 review threshold,80.9,0.0,,"trade_terms_appendix.md clause A2.3: ""Claims below US$150 in value are settled without individual substantiation review, on the basis that the cost of review exceeds the exposure. This does not waive the Supplier's rights under clause 12 of the applicable agreement.""",2026-08-25T16:58:22Z
CLM-0368,RET-002,CONTRACT_ALPHA,Price Difference,128.6,AUTO_CLEAR,2-materiality,US$128.60 below the US$150 review threshold,128.6,0.0,,"trade_terms_appendix.md clause A2.3: ""Claims below US$150 in value are settled without individual substantiation review, on the basis that the cost of review exceeds the exposure. This does not waive the Supplier's rights under clause 12 of the applicable agreement.""",2026-08-25T16:58:22Z
CLM-0369,RET-006,CONTRACT_BETA,Price Difference,89.95,REJECT,1-window,"submitted 183 days after invoice, window is 120 days",0.0,89.95,,"contract_beta.md clause 7.2: ""Claims must be submitted within one hundred and twenty (120) days of the date of the Supplier invoice to which they relate. Claims submitted after this period lapse and are not payable. The longer period reflects the Retailer's month-end consolidation cycle across the Malaysian and Indonesian markets.""",2026-08-25T16:58:22Z
CLM-0370,RET-002,CONTRACT_ALPHA,Freight,382.33,AUTO_CLEAR,0-clear,passed every gate (no reference value available for Freight),,0.0,no reference value available for Freight,,2026-08-25T16:58:22Z
CLM-0371,RET-004,CONTRACT_BETA,Shortage,40.05,AUTO_CLEAR,2-materiality,US$40.05 below the US$150 review threshold,40.05,0.0,,"trade_terms_appendix.md clause A2.3: ""Claims below US$150 in value are settled without individual substantiation review, on the basis that the cost of review exceeds the exposure. This does not waive the Supplier's rights under clause 12 of the applicable agreement.""",2026-08-25T16:58:22Z
CLM-0372,RET-006,CONTRACT_BETA,Freight,384.44,AUTO_CLEAR,0-clear,passed every gate (no reference value available for Freight),,0.0,no reference value available for Freight,,2026-08-25T16:58:22Z
CLM-0373,RET-003,CONTRACT_ALPHA,Damages,46.7,AUTO_CLEAR,2-materiality,US$46.70 below the US$150 review threshold,46.7,0.0,,"trade_terms_appendix.md clause A2.3: ""Claims below US$150 in value are settled without individual substantiation review, on the basis that the cost of review exceeds the exposure. This does not waive the Supplier's rights under clause 12 of the applicable agreement.""",2026-08-25T16:58:22Z
CLM-0374,RET-004,CONTRACT_BETA,Damages,40.53,AUTO_CLEAR,2-materiality,US$40.53 below the US$150 review threshold,40.53,0.0,,"trade_terms_appendix.md clause A2.3: ""Claims below US$150 in value are settled without individual substantiation review, on the basis that the cost of review exceeds the exposure. This does not waive the Supplier's rights under clause 12 of the applicable agreement.""",2026-08-25T16:58:22Z
CLM-0375,RET-002,CONTRACT_ALPHA,Shortage,78.57,AUTO_CLEAR,2-materiality,US$78.57 below the US$150 review threshold,78.57,0.0,,"trade_terms_appendix.md clause A2.3: ""Claims below US$150 in value are settled without individual substantiation review, on the basis that the cost of review exceeds the exposure. This does not waive the Supplier's rights under clause 12 of the applicable agreement.""",2026-08-25T16:58:22Z
CLM-0376,RET-004,CONTRACT_BETA,Freight,314.09,AUTO_CLEAR,0-clear,passed every gate (no reference value available for Freight),,0.0,no reference value available for Freight,,2026-08-25T16:58:22Z
CLM-0377,RET-003,CONTRACT_ALPHA,Damages,70.52,AUTO_CLEAR,2-materiality,US$70.52 below the US$150 review threshold,70.52,0.0,,"trade_terms_appendix.md clause A2.3: ""Claims below US$150 in value are settled without individual substantiation review, on the basis that the cost of review exceeds the exposure. This does not waive the Supplier's rights under clause 12 of the applicable agreement.""",2026-08-25T16:58:22Z
CLM-0378,RET-005,CONTRACT_BETA,Price Difference,182.58,REJECT,1-window,"submitted 151 days after invoice, window is 120 days",0.0,182.58,,"contract_beta.md clause 7.2: ""Claims must be submitted within one hundred and twenty (120) days of the date of the Supplier invoice to which they relate. Claims submitted after this period lapse and are not payable. The longer period reflects the Retailer's month-end consolidation cycle across the Malaysian and Indonesian markets.""",2026-08-25T16:58:22Z
